customer_id,company_name,employee_count,annual_revenue_m,tech_stack_size,cloud_maturity_score,website_visits_30d,whitepaper_downloads,demo_requests,email_open_rate,webinar_attendance,competitor_product_count,integration_needs,security_compliance_req,api_usage_intent,relationship_age_months,previous_churn_risk,support_tickets_90d,csm_relationship_score,industry_growth_rate,competitive_pressure_idx,budget_cycle_quarter,discount_sensitivity,sla_sensitivity,training_sensitivity,implementation_support_sensitivity,budget_cycle_q1,budget_cycle_q2,budget_cycle_q3,budget_cycle_q4,expansion_revenue_potential,recommended_promotion_idx,recommended_promotion,predicted_expansion_revenue
CUST_00040,Company_40,1221,148.83384276536268,8,2.4368650881225995,2,2,1,0.7689214249505049,1,2,10,1,0.5880600216664447,8.000925380760062,0.048811035696093255,1,4.53288471020496,0.04797817240418623,6.5929606382157715,Q3,0.7947256100852436,0.0962911606284567,0.03448947259644747,0.7374935478592879,0,0,1,0,79.31406324078202,0,Price Discount (15-20%),77.23782482538819
CUST_00041,Company_41,521,14.074318791905581,14,6.680174638975165,6,1,1,0.5239402458817051,1,2,6,1,0.45229710216736074,5.482721594591554,0.0628671364567116,2,8.238818982627073,0.032972349350457536,8.925656505027055,Q4,0.6605998851940081,0.3626123887770522,0.5933944319707283,0.27955632892903876,0,0,0,1,102.73428563139255,0,Price Discount (15-20%),102.23804155295416
CUST_00042,Company_42,339,103.10676589921144,13,6.45227809725678,6,3,2,0.4596583109451211,0,2,8,0,0.3124947643286694,29.806796066362573,0.4627346288934583,2,7.926944320800992,0.057300186957924874,8.108089453315486,Q3,0.49076148826857624,0.7112533782282603,0.37714194117339217,0.23558238372054352,0,0,1,0,97.99197672444137,1,Extended SLA (99.99% uptime),99.99793584159207
CUST_00043,Company_43,256,307.93303631979336,9,7.629742861915392,12,2,2,0.4675950001421832,1,2,3,0,0.11665290406488986,18.592383217976856,0.5336177719809133,1,3.392751428072798,0.015710984040636478,4.975747140062595,Q2,0.5805637164537116,0.8055860139598088,0.5425810857058702,0.4349579236245978,0,1,0,0,81.85662221049348,1,Extended SLA (99.99% uptime),86.13266840263084
CUST_00044,Company_44,43,2.812367344019322,9,6.949307345303951,5,4,1,0.8107839352819222,0,1,6,1,0.6602255920545521,11.4908682183628,0.47254457554139856,4,6.110288955701636,0.05533718778518602,2.661964520800619,Q3,0.25630418053296417,0.22901403773227608,0.2544685618971261,0.7410322637332709,0,0,1,0,94.54419161836505,3,Implementation Support (40 hours),93.49502025357326
CUST_00045,Company_45,137,20.983275033597582,3,2.496766560801743,5,0,0,0.7300433374666426,3,1,9,1,0.47427057725859495,8.49135815741765,0.09813009938088267,2,6.563907339206548,0.03683147688503538,4.26634878139173,Q2,0.6725406930798166,0.12641827593312507,0.26054276492415424,0.24495430637486107,0,1,0,0,60.88251910342948,0,Price Discount (15-20%),68.28368758803126
CUST_00046,Company_46,202,109.12418576214498,10,3.2629420837376095,6,2,1,0.6185691452564804,4,2,3,1,0.6100278606336342,4.412605194363295,0.6049479303093,2,7.596225702083041,0.012521092227945611,5.87287545433285,Q2,0.21750493491143877,0.8280992211798676,0.3013783996938397,0.8150986514347548,0,1,0,0,74.12455419772213,1,Extended SLA (99.99% uptime),80.35512269646631
CUST_00047,Company_47,1969,42.79175897557151,3,6.003211518261809,6,2,1,0.6457443865360645,1,2,7,1,0.03730837625045946,17.84697664445955,0.6345082706067937,2,2.5026258098961147,0.0101814788636556,4.959621355146672,Q1,0.6488415328983165,0.23958704708936748,0.23325261708182,0.42789762514957563,1,0,0,0,71.91125728362202,0,Price Discount (15-20%),77.63861192016361
CUST_00048,Company_48,675,85.23183787788905,13,9.455038149922586,9,2,0,0.6363826513285101,0,3,4,0,0.0763334678840206,9.110972082386656,0.4621249653899417,4,8.591087797187622,0.014689388359319176,4.913992525225831,Q2,0.8430203954685487,0.3982835526931024,0.6288814934446284,0.26629345083153366,0,1,0,0,102.98934123400443,0,Price Discount (15-20%),100.67520677607314
CUST_00049,Company_49,28,26.4489848059738,11,9.440455451475737,12,3,2,0.7094362715533804,1,2,3,0,0.4801312965771909,28.456461802501288,0.08747246875481392,8,4.338903785877654,0.04380802827678374,8.099175670973022,Q1,0.5485919456677013,0.5045990458412885,0.3462004442758952,0.2175618803095022,1,0,0,0,100.1020179450297,0,Price Discount (15-20%),98.29726800737498
CUST_00050,Company_50,655,60.57654336555681,12,6.482024796488507,10,3,0,0.7188195429452803,2,1,9,1,0.2017790760002709,9.185188556681819,0.71585771503596,2,9.408491573828,0.053629863030905014,5.960600097054167,Q3,0.28940835720761393,0.2429256667702738,0.6090001432653072,0.814379742518513,0,0,1,0,102.74208524188522,3,Implementation Support (40 hours),100.1757156009416
CUST_00051,Company_51,226,45.29457723693479,7,3.739778208971272,5,0,0,0.8914798310999364,0,2,4,1,0.3532486312485108,11.72062163904682,0.38332861470326113,3,3.4463913495570204,0.05809470897131544,4.807331705234112,Q1,0.6521997817063552,0.22312703201319029,0.2682333890715597,0.5115543279428643,1,0,0,0,61.613930931558876,0,Price Discount (15-20%),63.66324065360263
CUST_00052,Company_52,146,221.7029613485966,10,3.213616905731911,10,2,0,0.5390015595549599,0,2,4,1,0.35870498352888586,4.52428047848885,0.390511796694874,3,7.083113015417267,0.059226587531853433,7.313679089543221,Q4,0.5565432574243255,0.9558737710775851,0.6016132900874774,0.7304625288097542,0,0,0,1,73.9233745118721,1,Extended SLA (99.99% uptime),78.3250579119947
CUST_00053,Company_53,1009,74.09181089530226,9,3.1868609428699064,12,2,1,0.44885286038231814,2,2,3,1,0.6653855275481598,20.52581432179076,0.3615448048663677,0,4.779795737346186,0.027244302170623996,4.914823217021111,Q4,0.2805317608018767,0.1794512806270618,0.35895876455362835,0.9088005617784207,0,0,0,1,75.55887248540878,3,Implementation Support (40 hours),75.9780153373593
CUST_00054,Company_54,1894,81.86922805975064,22,2.474531555208115,4,3,1,0.3149503009539443,2,2,2,1,0.511213653529238,10.649882666305471,0.3221478951995503,3,9.4924126759954,0.08175208724285526,5.5847361642684135,Q4,0.5501303633722497,0.46070766721410483,0.5915467219888549,0.4832699235413406,0,0,0,1,103.61803210623448,2,Training Credits ($10K),101.16711844599426
CUST_00055,Company_55,1630,33.306335716745025,14,8.858413889202637,8,3,0,0.7827169596053698,2,2,3,0,0.27557031867209697,13.583952033371853,0.1783987404106602,3,3.5849664370505714,0.03673323421975541,9.577963462297758,Q3,0.5487285932937153,0.09768612258848408,0.10266969641795494,0.8160563646091198,0,0,1,0,86.98674077089254,3,Implementation Support (40 hours),88.35447616786885
CUST_00056,Company_56,114,30.41307245997758,17,3.479721253061512,8,1,0,0.7638769834246265,1,1,6,1,0.8176011062737715,10.933005099557924,0.4043157939615162,7,8.239905122264574,0.06350449280179196,3.823326365541997,Q2,0.467784946228311,0.8433054628573821,0.36131741353073776,0.2900447966274697,0,1,0,0,101.15211737114778,1,Extended SLA (99.99% uptime),97.96117879888159
CUST_00057,Company_57,253,32.489929332229494,19,3.7864617100604185,7,1,0,0.746414627684844,2,0,12,1,0.4996839352505996,3.4976815017411527,0.3605938749466305,3,8.106979812738379,0.0450753369951855,5.016802471653596,Q4,0.9311421056706859,0.5393442708211477,0.28457394108999806,0.47401520082180276,0,0,0,1,109.89853382889487,0,Price Discount (15-20%),103.69215568397988
CUST_00058,Company_58,663,87.64920760259218,12,8.583859413314439,6,2,1,0.5410937160107469,2,1,7,1,0.22146844904770005,14.881733181755592,0.33746196293789804,2,8.229143905169812,0.06126863695109125,2.763865105813863,Q1,0.5760156227386926,0.39535548530797754,0.40345339458156937,0.17847651455849753,1,0,0,0,102.31936076948234,0,Price Discount (15-20%),102.62033731263435
CUST_00059,Company_59,1742,32.94431207110346,17,1.1083964405411528,6,1,0,0.7118890133135745,2,5,4,0,0.5105061045734688,16.892161007176636,0.08040563083804571,0,6.586131995022536,0.04357015801565259,7.2840199596119035,Q3,0.7066210562535769,0.6518464872775538,0.6766927119117903,0.8210078260241732,0,0,1,0,67.496142163745,3,Implementation Support (40 hours),77.90883783975971
CUST_00060,Company_60,196,77.30277300808058,14,6.595397446683466,8,2,2,0.5895273396927512,1,4,7,1,0.13165447088422694,13.581558617170657,0.5563575478529897,5,3.4230139875729906,0.06180904629723699,7.514129459621335,Q3,0.7697627441214666,0.8140020568768608,0.33535061400609395,0.9210222221102035,0,0,1,0,110.99617728772996,3,Implementation Support (40 hours),108.15940298282104
CUST_00061,Company_61,305,658.84016171892,9,3.5399675312118917,9,5,0,0.5346786767919514,2,3,5,1,0.5643484620562564,22.798242701233548,0.2694401721759126,2,6.124008293582922,0.049778333903590294,2.4623992199973763,Q1,0.36127741761979115,0.7629705628534266,0.5151702724928,0.2591895964249839,1,0,0,0,81.89903503947994,1,Extended SLA (99.99% uptime),83.88017070932011
CUST_00062,Company_62,76,155.29858894492483,11,4.996175750021974,11,4,3,0.6602355933034461,1,2,8,0,0.31892175835042663,10.785332488114875,0.045136788998909265,2,5.942208613585555,0.07441521711952068,5.377115274788073,Q1,0.7365992627593243,0.18757565462262765,0.2352327989202395,0.2679188142099353,1,0,0,0,103.76007700946587,0,Price Discount (15-20%),100.41602703912655
CUST_00063,Company_63,67,36.920677553341775,7,8.23526131257624,11,3,0,0.7183099037635333,3,2,4,1,0.5921843590311849,3.7207088786647304,0.14346032666908662,3,3.690045706761258,0.025439448703664054,7.3362025419774195,Q3,0.22574331809606674,0.4568516441067217,0.42387046684968305,0.2736164548124035,0,0,1,0,70.93398889080572,1,Extended SLA (99.99% uptime),79.5428572417062
CUST_00064,Company_64,1364,230.77811472669688,13,2.3277763307731734,6,4,1,0.6209700115405783,1,2,7,1,0.5036568893789004,10.670761638989902,0.5586525214457604,2,6.245508347263373,-0.0030967400767173484,5.154980466337448,Q3,0.13834606959595314,0.8512173166745614,0.5115191634507192,0.29886330013563545,0,0,1,0,90.02614691987901,1,Extended SLA (99.99% uptime),89.94164876669355
CUST_00065,Company_65,3085,33.458623377364816,17,3.2710481815508246,8,0,0,0.5137663783330225,2,2,5,0,0.506224496645374,10.264993612859232,0.5337009887610445,1,5.759276775584744,0.020799277416977104,3.5609695481632193,Q2,0.6453634609788822,0.6703578660730406,0.3179907668682819,0.48684218591216655,0,1,0,0,91.44737243356872,1,Extended SLA (99.99% uptime),93.18320207385358
CUST_00066,Company_66,362,4.731539180864066,10,1.9137474764802724,10,0,0,0.2539892519718556,0,0,2,1,0.7011219474289566,13.824115854736345,0.2765929291135009,5,5.8650729418830325,0.08206755245714101,6.5417159877371045,Q3,0.6050695054774036,0.6614539583829422,0.5910594269208325,0.5857996224083789,0,0,1,0,61.69132879125742,1,Extended SLA (99.99% uptime),66.73489534918343
CUST_00067,Company_67,1817,16.285846649371084,15,6.829968940890408,6,0,2,0.5497548604887844,0,1,4,1,0.07791249001371017,5.705688274383835,0.2889912197399742,2,9.178452591803909,0.04536323540336781,6.151627999510407,Q1,0.9168305459758858,0.17021521887943505,0.19942845984550833,0.3798661599840606,1,0,0,0,118.55004949899121,0,Price Discount (15-20%),113.95098828818993
CUST_00068,Company_68,693,5.783735156197612,15,3.500380192938364,7,1,2,0.452558357083541,3,1,6,1,0.35145943516604694,33.06440730167233,0.12044737495120787,2,6.093555219845715,0.052761868866396874,6.080518666364233,Q3,0.8602594989798951,0.3678951611747524,0.3943124945503216,0.4063506092460888,0,0,1,0,101.92778866283233,0,Price Discount (15-20%),86.37206049431767
CUST_00069,Company_69,153,35.80844713803662,16,8.742715731146994,6,2,1,0.6546806551762707,3,0,6,1,0.23900374315609993,11.151193888974506,0.5527940805017313,4,3.012306193111212,0.01839090157860839,2.5082817971803655,Q3,0.9770846449061923,0.6572724635671566,0.6371798483897436,0.657494052149795,0,0,1,0,110.60510300622558,0,Price Discount (15-20%),99.60729422657641
CUST_00070,Company_70,693,55.81831576404396,12,3.773007959555529,8,1,1,0.6978815557872576,0,4,4,1,0.3650817236275321,9.523364761121307,0.08482287739375409,1,9.36583962725871,0.051966611754508354,9.055332412711245,Q1,0.6207909186901672,0.6477500581883774,0.5505406900466746,0.8545078062788803,1,0,0,0,87.75897411030414,3,Implementation Support (40 hours),85.01343213343496
